51306381141,fgg,150,33
51306384175,aad,246,292
51306384995,eac,278,220
51306392358,gfc,121,143
51306427855,fag,81,62
51306445419,geg,78,220
51306449307,feg,159,185
51306510373,fbb,266,80
51306521566,cbf,186,291
51306598934,cac,42,71
51306617151,fef,62,15
51306620029,gcc,263,301
51306660181,gbe,287,16
51306664813,ebb,36,125
51306671382,aec,27,279
51306671532,cae,92,171
51306686432,gae,31,225
51306688589,ebd,245,128
51306695110,efe,173,131
51306704237,efg,116,97
51306729786,acb,191,64
51306732311,gdc,141,206
51306747457,ded,190,55
51306751360,ggb,12,209
51306807744,dga,236,186
51306842979,gaf,163,69
51306844348,bab,191,91
51306866304,cce,202,173
51306868931,eaa,267,29
51306886180,bac,24,133
51306916814,cea,164,192
51306949932,cgf,278,96
51306991744,cff,272,208
51307007482,cfe,209,192
51307044278,cac,4,66
51307067891,agd,143,149
51307112232,ebd,224,112
51307126818,dfg,130,254
51307147804,baa,145,177
51307160308,cfg,230,101
51307166219,aaa,15,235
51307211884,daf,205,11
51307234103,agf,25,310
51307235136,ecc,118,180
51307260751,cfd,212,121
51307276557,bga,130,211
51307279338,cca,167,213
51307284833,ebg,96,249
51307365467,afe,78,297
51307387519,ddf,271,245
51307392964,dba,46,238
51307408374,eee,115,196
51307437848,gde,108,161
51307443724,egg,82,18
51307448558,fcb,9,282
51307452560,abb,238,126
51307463711,ffc,261,173
51307476566,dbe,15,273
51307486697,adc,137,31
51307514007,gdb,199,31
51307516683,gca,179,278
51307534966,fdd,132,205
51307540113,cfa,174,198
51307571516,dcg,235,283
51307611464,bdd,90,205
51307613746,fge,93,9
51307617358,dfd,128,104
51307632240,cbc,104,163
51307646591,gfg,253,156
51307650402,beb,30,117
51307657185,bcd,229,171
51307657496,efc,104,245
51307675204,dac,294,77
51307681930,dca,291,324
51307688083,gab,82,115
51307706381,afe,115,335
51307735790,ada,34,120
51307758909,gec,40,273
51307794349,gff,39,37
51307815417,aea,191,43
51307828374,fde,176,18
51307829914,fca,205,144
51307831176,edc,65,175
51307831286,eda,192,12
51307849478,geb,225,164
51307883439,dce,20,116
51307885405,ega,74,166
51307896851,faa,248,121
51307915269,bgc,226,101
51307955322,agg,154,212
51307980512,dff,170,106
51307988803,dcc,87,292
51308039581,dcd,136,68
51308040603,feb,161,32
51308046364,gaa,38,265
51308069906,gab,273,109
51308070368,dcc,233,321
51308079838,eea,187,6
51308080604,gcd,165,224
51308087706,ecf,140,219
51308101666,eec,41,30
51308102370,ebe,159,298
51308116683,dga,255,180
51308125305,gfa,240,171
51308126695,cgb,35,107
51308133940,eba,16,98
51308135753,aec,297,237
51308136126,cdc,51,281
51308144402,dff,276,110
51308161590,gbg,76,198
51308161941,cec,277,14
51308169077,gfe,230,13
51308186534,gbf,38,243
51308232016,ade,141,147
51308233452,fdc,195,16
51308234205,dbc,128,140
51308243423,fda,116,240
51308244283,dda,49,310
51308255797,cca,149,178
51308262711,agg,219,184
51308269170,gaa,224,246
51308273903,gag,174,250
51308287543,ccd,136,176
51308289755,fba,290,22
51308303284,bce,164,197
51308308512,acb,271,59
51308326322,aab,115,195
51308343003,ggd,291,217
51308351653,ceb,35,32
51308363540,bbc,10,58
51308369479,fab,54,164
51308373756,dfa,48,84
51308416566,bec,118,166
51308423423,aaf,252,178
51308423470,dgf,139,233
51308445412,fec,72,25
51308448860,ebc,205,79
51308452277,dac,30,85
51308453977,eeb,271,312
51308462092,dde,257,82
51308476540,gaa,185,204
51308477334,cfb,226,52
51308499560,ecd,176,69
51308504751,aef,174,123
51308543628,cfc,94,8
51308564763,aeb,19,28
51308571818,cdd,245,87
51308573329,fcf,95,168
51308582841,ffb,274,70
51308590752,cad,149,208
51308631019,ece,216,152
51308660274,efb,59,97
51308661090,cgg,225,273
51308683645,afg,50,273
51308702722,cge,299,125
51308725321,egd,128,298
51308744075,fgf,189,192
51308764548,aab,14,183
51308772344,aae,155,185
51308793365,bgg,67,285
51308800834,dce,143,132
51308809780,bbb,200,255
51308818508,ace,119,72
51308823629,faa,105,98
51308840518,bde,241,39
51308842599,aba,280,119
51308853575,aed,259,207
51308858759,bea,253,222
51308864242,age,127,101
51308869457,bgb,77,236
51308883030,cfe,71,172
51308883513,cgc,148,62
51308901078,cgb,134,111
51308931385,dge,278,93
51308945415,bag,81,293
51308962134,ebf,238,259
51308974413,bga,254,225
51308978336,egd,294,253
51308978849,fad,71,118
51308992288,ged,151,69
51308999046,edd,53,165
51309000499,fdd,193,170
51309005320,aga,91,289
51309021734,gcb,92,64
51309035652,bge,219,179
51309039098,gbd,264,276
51309054715,fcf,79,139
51309065861,bca,162,182
51309097211,gga,129,181
51309103402,cdg,295,196
51309105726,ffe,125,207
51309124744,fgc,194,296
51309145430,dgd,76,75
51309167588,fab,159,172
51309175453,gce,23,48
51309194210,afg,201,253
51309197673,bbf,123,222
51309210153,fge,240,7
51309211329,bdb,255,93
51309211716,abb,273,127
51309229261,fge,216,6
51309235545,gge,53,147
51309242215,afc,5,120
51309247775,gag,279,260
51309256850,fdf,280,199
51309259843,ddg,251,11
51309260256,fbg,146,64
51309260489,fbf,90,238
51309267215,bfa,187,7
51309275068,daf,285,12
51309285346,gca,57,239
51309296025,efa,215,174
51309310389,dab,6,232
51309333069,efd,213,289
51309348905,dae,23,165
51309380598,ecg,173,88
51309394388,bdf,276,203
51309440054,acc,249,68
51309454097,fga,28,56
51309457745,cfd,9,107
51309459400,agc,201,41
51309478928,ece,184,170
51309491645,cab,272,117
51309513211,cde,147,195
51309528233,fdc,278,17
51309530764,gfb,213,212
51309560115,caf,227,107
51309561756,bgf,181,280
51309563944,bfe,181,172
51309572662,aef,18,114
51309573254,bae,251,54
51309582210,dgc,269,49
51309595586,cec,2,13
51309608884,beb,136,131
51309622608,gda,14,120
51309643705,faf,134,136
51309647597,ace,74,57
51309649423,dfc,25,19
51309650241,agb,102,210
51309653270,gff,94,30
51309671907,fcc,280,170
51309699220,ceg,265,95
51309701481,abe,19,133
51309708606,bcg,59,131
51309715413,fdg,190,49
51309717507,bfc,181,122
51309728089,aag,46,208
51309732261,adf,63,26
51309734650,dbg,288,81
51309736532,ddd,171,6
51309745588,ebb,253,123
51309747628,edg,113,174
51309760854,afb,84,25
51309762797,ege,131,118
51309764387,dbc,142,119
51309772627,abc,184,70
51309783203,gge,15,147
51309787893,dag,242,249
51309812593,eeg,120,48
51309822229,gcf,68,199
51309826706,ccd,2,177
51309830423,fed,124,250
51309849801,ccf,256,19
51309855990,ffa,239,30
51309879638,fce,186,311
51309882664,def,104,197
51309900844,fea,265,119
51309916734,bgd,288,85
51309919410,agb,25,180
51309926687,edb,149,78
51309928888,acg,194,156
51309933898,caa,234,164
51309948206,edf,160,117
51309950684,efa,247,174
51309959287,cfd,1,127
51310001702,egb,199,252
51310005379,fca,132,148
51310038162,aga,215,315
51310053259,eca,98,130
51310080976,dbb,63,112
51310092364,dbb,286,123
51310131480,ada,109,117
51310144116,bbf,120,193
51310194913,bfd,259,160
51310219776,cdf,224,179
51310250248,ffb,229,70
51310257261,eed,11,214
51310285889,fdf,125,181
51310288472,ged,175,77
51310296764,gdd,270,6
51310313596,ecb,88,290
51310378708,bad,153,229
51310384028,eec,186,30
51310398280,edc,287,196
51310439549,eec,46,29
51310446085,eag,134,6
51310463242,fcc,97,161
51310475017,dda,206,359
51310485820,bdg,103,87
51310485967,age,113,113
51310528854,age,15,90
51310537786,ggg,293,8
51310554268,deb,233,192
51310560808,aca,52,305
51310600727,egc,80,226
51310606519,baf,230,262
51310612744,age,83,84
51310631609,deg,87,201
51310634739,fec,284,21
51310662419,bfa,299,7
51310701735,cbc,2,185
51310702890,gbc,149,39
51310719652,acd,36,81
51310723947,fge,124,6
51310737714,fcd,37,28
51310743297,ccc,31,137
51310745400,dfa,151,68
51310759558,fbe,64,127
51310770070,fbd,3,222
51310790060,fbb,233,90
51310790678,bbd,60,107
51310797179,adb,146,167
51310828217,ggd,60,186
51310839487,feg,292,172
51310865394,bbf,80,187
51310907330,gfd,187,79
51310943766,dgb,97,161
51310959769,fbf,43,247
51310976296,ebc,168,83
51310982097,gbb,81,32
51310989398,ddb,67,50
51310992396,bbe,30,79
51310994642,bcb,28,228
51311002180,gbb,265,32
51311006641,ggf,223,144
51311049430,aea,25,49
51311058560,cgg,189,223
51311060448,bgg,251,265
51311086760,gef,162,54
51311092008,eef,137,261
51311096582,bfd,10,176
51311099383,baa,147,141
51311103190,cag,115,167
51311135474,dea,122,78
51311137095,gce,174,45
51311181530,dgd,130,72
51311182898,eee,71,229
51311189141,cag,51,178
51311192442,cef,157,243
51311194279,ddd,95,5
51311244259,gfc,156,144
51311250460,ffd,148,190
51311254110,gbg,92,162
51311299100,daf,68,10
51311327410,gde,21,154
51311334633,cee,5,161
51311339034,cbb,223,76
51311340585,dff,155,95
51311379794,agc,123,47
51311381720,beg,238,37
51311401913,dea,164,82
51311415427,bbg,20,223
51311431591,cgc,267,49
51311469059,ebg,264,296
51311494933,eae,282,45
51311495550,dcf,210,250
51311536231,gba,259,263
51311539786,ceb,177,32
51311548578,gcc,158,285
51311575904,fgb,8,131
51311587722,cgd,78,223
51311597962,fbc,129,299
51311637979,bcc,143,62
51311644521,dcb,48,105
51311647339,bge,145,150
51311655022,bdf,240,233
51311660598,dad,98,160
51311673787,ffg,145,336
51311676300,gac,204,197
51311677066,ddc,258,127
51311696715,ede,125,270
51311709142,bba,109,111
51311735309,ecc,294,156
51311739454,bbg,244,185
51311739619,bfe,215,204
51311745562,fce,124,360
51311748108,cbe,60,184
51311750893,cbc,139,177
51311758568,fgd,63,230
51311797419,fcb,216,245
51311820000,bfe,193,236
51311842971,bad,194,272
51311852564,dfa,30,74
51311856305,ccb,198,63
51311868889,dde,20,90
51311870873,cdb,268,166
51311883849,edd,192,150
51311900716,dee,212,158
51311923559,ccg,114,48
51311946454,ffe,257,196
51311948183,gbe,48,17
51311968178,bdb,173,91
51311999824,fcc,158,128
51312113824,fbd,220,186
51312137234,fcd,115,22
51312145262,fga,77,63
51312163131,cag,88,202
51312184757,ggc,34,15
51312192825,geb,208,136
51312216002,aff,184,251
51312221697,dec,285,257
51312258959,fgb,4,140
51312288828,ebe,31,265
51312300555,ade,255,152
51312304501,gdf,7,64
51312307712,bda,81,167
51312327104,bff,20,210
51312333080,dbg,77,74
51312335984,dfd,92,123
51312342810,ace,263,49
51312347641,cff,73,178
51312351828,dfb,270,94
51312395146,afg,96,288
51312403464,acf,23,35
51312418365,aae,203,197
51312425427,faf,70,146
51312427140,ecg,34,81
51312432330,gaa,188,226
51312437854,bfb,207,198
51312454093,aeg,159,119
51312467722,bcb,162,253
51312495104,ggf,10,158
51312500388,deb,118,167
51312516235,dag,97,249
51312521304,cba,249,55
51312544446,abe,232,140
51312548895,gfe,88,13
51312551449,dce,125,128
51312586136,dbf,145,141
51312588756,fee,192,232
51312607170,eeb,279,315
51312613615,dfe,182,125
51312616787,ffe,264,203
51312618878,edd,81,175
51312623557,eab,191,305
51312626449,eff,65,27
51312637768,abg,131,223
51312665266,afd,111,105
51312675079,aee,134,189
51312676432,cda,252,58
51312708792,bdd,180,227
51312716955,cgg,236,200
51312737338,abf,191,55
51312740734,fbb,87,81
51312750448,dcd,235,74
51312753920,dee,260,129
51312771228,ada,254,136
51312802256,deb,76,168
51312805478,ede,228,259
51312821587,gae,51,254
51312851734,fed,68,212
51312910041,feb,18,35
51312919681,gdg,263,171
51312920773,dbb,290,131
51312972567,ffb,215,79
51312992525,fff,90,48
51312999621,cfc,101,9
51313016686,dbf,265,122
51313018635,cbf,203,270
51313024071,eee,24,215
51313054420,eag,286,5
51313054639,cfg,140,92
51313055324,fdf,69,195
51313080401,bdc,64,23
51313104101,aaf,180,144
51313116065,cdc,249,224
51313123398,beb,69,115
51313141341,abd,24,221
51313171277,gdb,29,29
51313198257,gcd,141,217
51313202290,ccc,293,141
51313206695,aaf,211,120
51313231938,gad,28,25
51313242585,ccf,270,17
51313246077,bbb,152,242
51313270485,eaf,148,107
51313307561,fbb,46,85
51313310049,fcg,293,263
51313320687,fdf,250,165
51313372247,bcf,280,256
51313422410,cfg,9,86
51313437326,cga,187,148
51313485167,ffd,215,188
51313514900,daf,238,9
51313516511,add,240,258
51313517398,egd,241,245
51313536246,ebf,214,230
51313536706,eec,97,32
51313542971,ggb,134,206
51313552703,bag,21,342
51313558886,dda,137,319
51313573319,cba,279,48
51313582310,gdb,12,29
51313607049,cbd,85,201
51313646693,cfd,256,106
51313666456,afe,133,381
51313685189,gea,64,235
51313687886,def,283,159
51313707100,afa,73,164
51313727306,bbf,140,181
51313737014,dbd,131,169
51313744583,cge,99,112
51313745557,ceb,124,26
51313754484,gde,178,157
51313775620,dca,261,294
51313790211,ddf,187,269
51313790364,edc,30,164
51313799247,abg,292,220
51313812161,bgf,115,316
51313833318,gbd,60,223
51313838903,edb,185,71
51313842293,gdg,250,141
51313886727,ffc,95,190
51313901732,fdb,100,224
51313907159,egd,179,276
51313947698,fgc,233,316
51313956994,fae,74,201
51313958780,bce,140,232
51313994277,cfd,224,125
51314009009,acf,288,39
51314013362,gfg,96,185
51314035236,bed,186,53
51314047803,dec,275,231
51314055850,aff,200,248
51314075919,ffa,79,24
51314082504,dgg,289,85
51314098413,agg,11,200
51314156653,daa,19,183
51314165467,caa,102,172
51314170221,fba,39,23
51314177007,abc,195,66
51314178279,bfg,236,68
51314178775,eba,210,93
51314183359,bff,21,233
51314192711,abe,223,113
51314208591,faa,151,96
51314218159,adg,62,11
51314234198,cea,72,193
51314249081,def,119,149
51314271842,fcb,26,264
51314277622,cac,102,52
51314312549,cad,157,172
51314329457,eae,34,50
51314331717,ege,20,95
51314342795,fac,290,21
51314360707,bee,84,207
51314376391,dca,76,270
51314378925,cda,230,63
51314424762,ccd,193,189
51314435342,agf,240,362
51314440013,bea,165,188
51314452977,cee,229,136
51314496034,cfb,297,48
51314537655,cde,245,157
51314563479,ead,222,55
51314563600,cbg,31,187
51314571901,ded,182,58
51314580145,aag,76,201
51314582578,agf,197,333
51314594465,cae,238,196
51314617011,dab,254,262
51314617703,bgb,287,224
51314640904,gbf,34,218
51314658064,gfe,179,15
51314680365,aeg,119,115
51314688997,egf,37,66
51314691819,gaf,208,58
51314699346,adg,200,10
51314718095,ada,178,145
51314733674,ede,220,292
51314737879,ced,211,181
51314738929,dbf,23,125
51314772226,gcg,70,43
51314810771,abe,255,114
51314820984,gab,220,110
51314825908,aac,142,240
51314826537,bgc,175,119
51314847271,eda,102,12
51314859757,dee,137,131
51314864129,cef,94,274
51314888914,aaa,257,188
51314891982,bfd,271,174
51314905292,fga,126,52
51314918910,fca,102,122
51314933380,bfc,36,123
51314968260,fef,187,12
51314974907,gdd,77,5
51314980559,cdd,109,80
51315003499,abe,254,101
51315004464,aaa,35,219
51315035545,gfa,31,165
51315076863,cdg,170,182
51315127310,ffe,206,231
51315172304,dba,250,240
51315174045,fcd,3,26
51315177249,dca,115,286
51315212784,ebc,173,84
51315219241,abf,228,44
51315220515,eca,261,123
51315232396,dfd,38,115
51315255544,bef,274,225
51315276392,dad,154,166
51315279292,aef,204,126
51315284804,cce,153,197
51315293312,bac,250,147
51315348535,cea,230,214
51315352855,bcb,156,217
51315363452,fgc,15,284
51315365985,dcg,84,319
51315377684,acd,71,75
51315381969,cab,228,97
51315417275,ece,172,170
51315459553,agf,219,366
51315471694,dcg,204,370
51315473042,fbd,114,154
51315475198,cfa,91,209
51315483627,dde,243,86
51315503254,dea,91,82
51315523265,fgg,217,33
51315535048,bgb,3,250
51315560975,dea,142,78
51315584727,ggb,24,236
51315585679,ggd,80,182
51315629068,ebb,282,134
51315631157,efc,104,274
51315631501,eaa,259,28
51315636779,efg,129,96
51315639967,ecc,162,173
51315646747,gec,111,305
51315649546,aff,177,210
51315658461,eda,284,11
51315662567,bab,136,82
51315669332,gdc,137,236
51315681234,fcf,174,115
51315741301,bde,298,42
51315755967,agf,222,391
51315791426,eac,51,195
51315809025,aab,136,177
51315920030,cfd,228,148
51315921764,fda,18,273
51315939957,gca,2,210
51315950056,fea,271,102
51315965655,afb,209,22
51315993288,ebg,192,278
51316005842,ede,298,245
51316050427,agd,230,174
51316083950,egc,64,203
51316084054,aac,130,240
51316089983,dbc,66,141
51316090725,fbf,250,247
51316098662,geg,251,189
51316102569,abb,230,123
51316106593,agb,68,156
51316117504,faa,203,94
51316122600,cga,247,153
51316142393,cca,153,142
51316161958,efe,206,132
51316201703,bbc,183,67
51316203807,gee,6,109
51316212231,aca,116,320
51316226858,ada,111,127
51316254625,fbe,12,143
51316282742,dge,38,76
51316285184,afc,125,128
51316306731,cff,223,197
51316316066,fde,258,18
51316319048,fag,93,73
51316343894,fge,64,6
51316350705,fga,11,47
51316354034,aad,171,321
51316360531,cgf,39,100
51316393368,fgf,289,193
51316404185,dcd,211,85
51316415302,eag,296,5
51316420206,bfd,283,160
51316428919,fda,161,278
51316453191,dcc,70,301
51316462356,eed,194,196
51316503023,gbe,23,20
51316518152,fbc,216,269
51316524116,cfc,138,8
51316589056,dda,67,280
51316599932,aad,283,327
51316630837,adg,281,11
51316640771,aec,126,194
51316645271,ega,41,149
51316646374,ecf,192,240
51316657296,fdc,153,15
51316670770,fgf,52,164
51316671708,aed,116,209
51316705608,bgg,206,251
51316755119,cbc,27,198
51316760356,agf,261,398
51316770578,bgd,38,95
51316775386,aea,118,48
51316782672,fdd,259,170
51316782795,cfe,217,178
51316793883,beb,236,132
51316804137,fgb,104,154
51316825451,gfb,295,250
51316840034,ceb,255,23
51316865630,dfg,62,218
51316895160,gag,180,288
51316898866,ecc,203,193
51316902559,bfb,257,235
51316959112,fda,8,314
51316981760,ecg,131,94
51316982156,dfb,247,99
51316985802,eaf,144,116
51316988452,cce,261,171
51317008095,gfc,154,164
51317023609,gba,209,299
51317033830,dfe,205,121
51317033902,eeg,131,45
51317040550,ebd,125,129
51317068741,eeg,94,40
51317107562,ggb,126,193
51317110625,gce,112,46
51317116905,dca,155,271
51317119216,egg,296,18
51317127053,cgb,260,118
51317128594,ddg,105,11
51317143680,feg,285,187
51317151977,dgc,68,48
51317160839,dbe,60,242
51317161205,bbe,137,71
51317212224,fdf,91,151
51317247242,adc,12,30
51317260212,bdb,57,77
51317264600,gcd,32,236
51317267372,cac,100,42
51317284142,dga,98,192
51317330295,bga,33,180
51317330859,dae,124,171
51317336155,acb,78,57
51317362754,bfa,184,7
51317386572,fde,131,14
51317399864,bcd,19,164
51317399964,cfa,115,234
51317428944,cbf,82,321
51317431114,aca,229,313
51317461242,efa,35,161
51317486476,acf,38,46
51317498169,eec,175,33
51317507053,agc,194,46
51317513578,bfe,186,245
51317540528,ffa,234,21
51317545975,bca,110,196
51317547578,eea,180,5
51317553435,fde,108,14
51317557236,fbe,127,117
51317573767,ffd,210,150
51317575726,eaf,292,117
51317590670,bba,229,114
51317593526,gfe,191,16
51317613924,fcg,299,310
51317647142,gcc,267,245
51317652505,geg,94,221
51317658576,fad,88,114
51317671814,dbf,244,146
51317684195,eef,289,234
51317703825,dgf,69,277
51317778420,adf,180,30
51317785004,dgb,217,165
51317791250,cdc,225,201
51317805798,efa,178,162
51317809669,gba,49,310
51317826866,feb,203,29
51317827421,fbg,264,67
51317828566,cda,74,57
51317872164,bdg,293,82
51317878706,dce,213,120
51317880245,cad,126,184
51317903015,aab,95,200
51317933289,eea,281,5
51317941863,deg,43,211
51317953805,dfc,182,19
51317968867,ead,193,51
51317982421,ggb,81,156
51317991236,fgd,209,248
51318002457,ccb,159,57
51318006790,cgc,38,48
51318011608,cec,35,14
51318014518,gfe,118,16
51318017983,dgg,214,78
51318022800,bae,260,59
51318037555,dcb,206,92
51318051629,deg,16,185
51318064213,gde,8,146
51318095142,gec,111,305
51318110354,cdf,252,170
51318121122,ecd,269,69
51318126154,gbb,39,28
51318151954,ddg,147,11
51318155890,edb,143,77
51318176174,cgd,16,231
51318176543,aga,31,292
51318178895,aba,253,122
51318197882,gff,158,33
51318215245,fea,142,116
51318247529,gde,162,121
51318268731,aeb,51,28
51318271342,cge,62,107
51318283627,fec,198,19
51318312808,gga,53,197
51318321556,gfc,207,191
51318328991,acc,236,67
51318335461,dac,109,97
51318351943,efd,50,245
51318352180,bee,42,169
51318372978,ggf,17,186
51318378276,cfa,166,219
51318382569,efb,76,102
51318389093,abc,71,71
51318397646,agc,279,40
51318401392,bec,46,157
51318408542,egd,69,284
51318415559,caf,52,100
51318426289,bcg,74,154
